method,run,time,num_of_calls,fx
Reg,22,0.5116345660001116,206,1.4672673564491574
Reg,23,0.5065261960000953,206,1.4672673564491574
Reg,24,0.5049252849998993,206,1.4672673564491574
Reg,25,0.339886763000095,206,1.4672673564491574
Reg,26,0.2951726450000933,206,1.4672673564491574
Reg,27,0.4496930870000142,206,1.4672673564491574
Reg,28,0.5071516570001222,206,1.4672673564491574
Reg,29,0.5030229199999212,206,1.4672673564491574
Reg,30,0.4015563909999855,206,1.4672673564491574
Reg,31,0.5054287709999699,206,1.4672673564491574
Reg,32,0.5078924330000518,206,1.4672673564491574
Reg,33,0.5069902689999708,206,1.4672673564491574
Reg,34,0.41359314500004984,206,1.4672673564491574
Reg,35,0.34065659299994877,206,1.4672673564491574
Reg,36,0.4064174009999988,206,1.4672673564491574
Reg,37,0.5044357790000049,206,1.4672673564491574
Reg,38,0.5054351100000076,206,1.4672673564491574
Reg,39,0.5084717209999781,206,1.4672673564491574
Reg,40,0.44738559799998256,206,1.4672673564491574
Reg,41,0.3580879769999683,206,1.4672673564491574
Reg,42,0.40290497699993466,206,1.4672673564491574
Reg,43,0.5081533430000036,206,1.4672673564491574
Reg,44,0.5054907080000248,206,1.4672673564491574
Reg,45,0.4292610170000444,206,1.4672673564491574
Reg,46,0.4046658900001603,206,1.4672673564491574
Reg,47,0.5074303679998593,206,1.4672673564491574
Reg,48,0.3874995270000454,206,1.4672673564491574
Reg,49,0.42710018499997204,206,1.4672673564491574
Reg,50,0.5070976819999942,206,1.4672673564491574
Reg,51,0.5050354630000129,206,1.4672673564491574
Reg,52,0.5055982240000958,206,1.4672673564491574
Reg,53,0.5085838939999121,206,1.4672673564491574
Reg,54,0.5061776620000273,206,1.4672673564491574
Reg,55,0.44963660999997046,206,1.4672673564491574
Reg,56,0.22276438200015036,206,1.4672673564491574
Reg,57,0.225135218999867,206,1.4672673564491574
Reg,58,0.3579807199998868,206,1.4672673564491574
Reg,59,0.4912233219999962,206,1.4672673564491574
Reg,60,0.5081335549998585,206,1.4672673564491574
Reg,61,0.5025931319999017,206,1.4672673564491574
Reg,62,0.38854447099993195,206,1.4672673564491574
Reg,63,0.501758898999924,206,1.4672673564491574
Reg,64,0.5059487749999789,206,1.4672673564491574
Reg,65,0.5075252750000345,206,1.4672673564491574
Reg,66,0.5105882279999605,206,1.4672673564491574
Reg,67,0.508497669999997,206,1.4672673564491574
Reg,68,0.5055439730001581,206,1.4672673564491574
Reg,69,0.3576490640000429,206,1.4672673564491574
Reg,70,0.2228572520000398,206,1.4672673564491574
Reg,71,0.46630002100005186,206,1.4672673564491574
Reg,72,0.5090394449998712,206,1.4672673564491574
Reg,73,0.5062669290000485,206,1.4672673564491574
Reg,74,0.3984601740000926,206,1.4672673564491574
Reg,75,0.4610719390000213,206,1.4672673564491574
Reg,76,0.5102601330002017,206,1.4672673564491574
Reg,77,0.5087332929999775,206,1.4672673564491574
Reg,78,0.45954477200007204,206,1.4672673564491574
Reg,79,0.3460911480001414,206,1.4672673564491574
Reg,80,0.41990368200004013,206,1.4672673564491574
Reg,81,0.5056486589999167,206,1.4672673564491574
Reg,82,0.5079458430000159,206,1.4672673564491574
Reg,83,0.5096111370000926,206,1.4672673564491574
Reg,84,0.22569587199996022,206,1.4672673564491574
Reg,85,0.22169121100000666,206,1.4672673564491574
Reg,86,0.5064174310000453,206,1.4672673564491574
Reg,87,0.5106202210001811,206,1.4672673564491574
Reg,88,0.5057750249998207,206,1.4672673564491574
Reg,89,0.5086987030001637,206,1.4672673564491574
Reg,90,0.4372988689999602,206,1.4672673564491574
Reg,91,0.4742963220001002,206,1.4672673564491574
Reg,92,0.456991687000027,206,1.4672673564491574
Reg,93,0.4396622980000302,206,1.4672673564491574
Reg,94,0.33980800900008035,206,1.4672673564491574
Reg,95,0.4872178119999262,206,1.4672673564491574
Reg,96,0.503631963000089,206,1.4672673564491574
Reg,97,0.44556597399991915,206,1.4672673564491574
Reg,98,0.39426465100018504,206,1.4672673564491574
Reg,99,0.5014684239999951,206,1.4672673564491574
Reg,100,0.4502562709999438,206,1.4672673564491574
Reg-Sec,1,0.6119571689998793,206,1.478236203741717
Reg-Sec,2,0.5450098239998624,206,1.478236203741717
Reg-Sec,3,0.6118970029999673,206,1.478236203741717
Reg-Sec,4,0.6083647259999907,206,1.478236203741717
Reg-Sec,5,0.6120963460000439,206,1.478236203741717
Reg-Sec,6,0.39461478099997294,206,1.478236203741717
Reg-Sec,7,0.6111933229999522,206,1.478236203741717
Reg-Sec,8,0.6079361620002146,206,1.478236203741717
Reg-Sec,9,0.611781302000054,206,1.478236203741717
Reg-Sec,10,0.6082120010000835,206,1.478236203741717
Reg-Sec,11,0.6121528940000189,206,1.478236203741717
Reg-Sec,12,0.6084940210000696,206,1.478236203741717
Reg-Sec,13,0.6115396310001415,206,1.478236203741717
Reg-Sec,14,0.5710449790001348,206,1.478236203741717
Reg-Sec,15,0.5807632309999917,206,1.478236203741717
Reg-Sec,16,0.6090328259999751,206,1.478236203741717
Reg-Sec,17,0.6121087859999079,206,1.478236203741717
Reg-Sec,18,0.607935561999966,206,1.478236203741717
Reg-Sec,19,0.6073189260000618,206,1.478236203741717
Reg-Sec,20,0.6099585459999162,206,1.478236203741717
Reg-Sec,21,0.6133217120000154,206,1.478236203741717
Reg-Sec,22,0.6105110200001036,206,1.478236203741717
Reg-Sec,23,0.49100061700005426,206,1.478236203741717
Reg-Sec,24,0.36928743699991173,206,1.478236203741717
Reg-Sec,25,0.26976827099997536,206,1.478236203741717
Reg-Sec,26,0.2680028099998708,206,1.478236203741717
Reg-Sec,27,0.3972114739999597,206,1.478236203741717
Reg-Sec,28,0.5770724750000227,206,1.478236203741717
Reg-Sec,29,0.38344969800004947,206,1.478236203741717
Reg-Sec,30,0.5475560499999119,206,1.478236203741717
Reg-Sec,31,0.6124808069998835,206,1.478236203741717
Reg-Sec,32,0.6093519179999021,206,1.478236203741717
Reg-Sec,33,0.5372093609998956,206,1.478236203741717
Reg-Sec,34,0.5482711499998913,206,1.478236203741717
Reg-Sec,35,0.5492245469999943,206,1.478236203741717
Reg-Sec,36,0.4398233340000388,206,1.478236203741717
Reg-Sec,37,0.587644414000124,206,1.478236203741717
Reg-Sec,38,0.4662834329999441,206,1.478236203741717
Reg-Sec,39,0.6093592549998448,206,1.478236203741717
Reg-Sec,40,0.6102583519998461,206,1.478236203741717
Reg-Sec,41,0.4997387359999266,206,1.478236203741717
Reg-Sec,42,0.5360789009998825,206,1.478236203741717
Reg-Sec,43,0.5681033999999272,206,1.478236203741717
Reg-Sec,44,0.609072746000038,206,1.478236203741717
Reg-Sec,45,0.5412861369998154,206,1.478236203741717
Reg-Sec,46,0.4900074649999624,206,1.478236203741717
Reg-Sec,47,0.42712602899996455,206,1.478236203741717
Reg-Sec,48,0.6087835050000194,206,1.478236203741717
Reg-Sec,49,0.6121008069999334,206,1.478236203741717
Reg-Sec,50,0.6089316120001058,206,1.478236203741717
Reg-Sec,51,0.612968803000058,206,1.478236203741717
Reg-Sec,52,0.6105535530000452,206,1.478236203741717
Reg-Sec,53,0.6153560350001044,206,1.478236203741717
Reg-Sec,54,0.6102440009999555,206,1.478236203741717
Reg-Sec,55,0.5187133430001722,206,1.478236203741717
Reg-Sec,56,0.5272288350001872,206,1.478236203741717
Reg-Sec,57,0.6163962289999745,206,1.478236203741717
Reg-Sec,58,0.6131195980001394,206,1.478236203741717
Reg-Sec,59,0.6163217149999127,206,1.478236203741717
Reg-Sec,60,0.44473017799987247,206,1.478236203741717
Reg-Sec,61,0.6162682100000438,206,1.478236203741717
Reg-Sec,62,0.61001536699996,206,1.478236203741717
Reg-Sec,63,0.6129181409999092,206,1.478236203741717
Reg-Sec,64,0.6100841270001638,206,1.478236203741717
Reg-Sec,65,0.6126961280001524,206,1.478236203741717
Reg-Sec,66,0.6103360209999664,206,1.478236203741717
Reg-Sec,67,0.5624169709999478,206,1.478236203741717
Reg-Sec,68,0.5791319620000195,206,1.478236203741717
Reg-Sec,69,0.6133601300000464,206,1.478236203741717
Reg-Sec,70,0.609124268999949,206,1.478236203741717
Reg-Sec,71,0.6124368169998888,206,1.478236203741717
Reg-Sec,72,0.5826762099998177,206,1.478236203741717
Reg-Sec,73,0.6120858290000797,206,1.478236203741717
Reg-Sec,74,0.6098713039998529,206,1.478236203741717
Reg-Sec,75,0.6120895450001171,206,1.478236203741717
Reg-Sec,76,0.6096076040000753,206,1.478236203741717
Reg-Sec,77,0.6129140449997976,206,1.478236203741717
Reg-Sec,78,0.6130546159999994,206,1.478236203741717
Reg-Sec,79,0.6097130329999345,206,1.478236203741717
Reg-Sec,80,0.5186965420000433,206,1.478236203741717
Reg-Sec,81,0.6102591029998621,206,1.478236203741717
Reg-Sec,82,0.6125705619999735,206,1.478236203741717
Reg-Sec,83,0.6122681079998529,206,1.478236203741717
Reg-Sec,84,0.43129874299984294,206,1.478236203741717
Reg-Sec,85,0.5937867809998352,206,1.478236203741717
Reg-Sec,86,0.6108490320000328,206,1.478236203741717
Reg-Sec,87,0.6134520729999622,206,1.478236203741717
Reg-Sec,88,0.6091499680001107,206,1.478236203741717
Reg-Sec,89,0.6096433430000161,206,1.478236203741717
Reg-Sec,90,0.6136547779999546,206,1.478236203741717
Reg-Sec,91,0.6135503860000426,206,1.478236203741717
Reg-Sec,92,0.5308130349999374,206,1.478236203741717
Reg-Sec,93,0.5584424189999027,206,1.478236203741717
Reg-Sec,94,0.6129210070000681,206,1.478236203741717
Reg-Sec,95,0.6135027949999312,206,1.478236203741717
Reg-Sec,96,0.5618700850000096,206,1.478236203741717
Reg-Sec,97,0.5245161119999011,206,1.478236203741717
Reg-Sec,98,0.4744013930001074,206,1.478236203741717
Reg-Sec,99,0.5082492050000837,206,1.478236203741717
Reg-Sec,100,0.6128920780001863,206,1.478236203741717
SciPy,1,0.21977143799995247,212,1.235923514886685
SciPy,2,0.3031374679999317,212,1.235923514886685
SciPy,3,0.302749767000023,212,1.235923514886685
SciPy,4,0.3032516069999929,212,1.235923514886685
SciPy,5,0.3025868669999454,212,1.235923514886685
SciPy,6,0.2475227319998794,212,1.235923514886685
SciPy,7,0.30281956400017407,212,1.235923514886685
SciPy,8,0.28229615200007174,212,1.235923514886685
SciPy,9,0.23205398599998261,212,1.235923514886685
SciPy,10,0.22653988799993385,212,1.235923514886685
SciPy,11,0.30264689099999487,212,1.235923514886685
SciPy,12,0.2983187879999605,212,1.235923514886685
SciPy,13,0.1333244449999711,212,1.235923514886685
SciPy,14,0.15568860700000187,212,1.235923514886685
SciPy,15,0.2188598049999655,212,1.235923514886685
SciPy,16,0.1336425810000037,212,1.235923514886685
SciPy,17,0.2176413270001376,212,1.235923514886685
SciPy,18,0.30330214299988256,212,1.235923514886685
SciPy,19,0.30236923000006755,212,1.235923514886685
SciPy,20,0.23657447300001877,212,1.235923514886685
SciPy,21,0.293011111999931,212,1.235923514886685
SciPy,22,0.303179622000016,212,1.235923514886685
SciPy,23,0.3028018750001138,212,1.235923514886685
SciPy,24,0.304937622000125,212,1.235923514886685
SciPy,25,0.29402392600013627,212,1.235923514886685
SciPy,26,0.20922398800007613,212,1.235923514886685
SciPy,27,0.30268945000011627,212,1.235923514886685
SciPy,28,0.30304186000012123,212,1.235923514886685
SciPy,29,0.13923378699996647,212,1.235923514886685
SciPy,30,0.1336625690000801,212,1.235923514886685
SciPy,31,0.29853341699981684,212,1.235923514886685
SciPy,32,0.30320156200014026,212,1.235923514886685
SciPy,33,0.3022170689998802,212,1.235923514886685
SciPy,34,0.26712352700019437,212,1.235923514886685
SciPy,35,0.25413416800006416,212,1.235923514886685
SciPy,36,0.3030907859999843,212,1.235923514886685
SciPy,37,0.2554028119998293,212,1.235923514886685
SciPy,38,0.26303831399991395,212,1.235923514886685
SciPy,39,0.30248530800008666,212,1.235923514886685
SciPy,40,0.3030348130000675,212,1.235923514886685
SciPy,41,0.30235487999993893,212,1.235923514886685
SciPy,42,0.30328552199989645,212,1.235923514886685
SciPy,43,0.269216355999788,212,1.235923514886685
SciPy,44,0.17856282299999293,212,1.235923514886685
SciPy,45,0.2455926070001624,212,1.235923514886685
SciPy,46,0.20301663100008227,212,1.235923514886685
SciPy,47,0.13328271099999256,212,1.235923514886685
SciPy,48,0.13361026100005802,212,1.235923514886685
SciPy,49,0.13327711500005535,212,1.235923514886685
SciPy,50,0.156512580000026,212,1.235923514886685
SciPy,51,0.30248569599984876,212,1.235923514886685
SciPy,52,0.3030900080000265,212,1.235923514886685
SciPy,53,0.1543751860001521,212,1.235923514886685
SciPy,54,0.13366016500003752,212,1.235923514886685
SciPy,55,0.13334404100010033,212,1.235923514886685
SciPy,56,0.13364540600014152,212,1.235923514886685
SciPy,57,0.13337520699997185,212,1.235923514886685
SciPy,58,0.1336125400000583,212,1.235923514886685
SciPy,59,0.30131293599993114,212,1.235923514886685
SciPy,60,0.30303820800008907,212,1.235923514886685
SciPy,61,0.30268260299999383,212,1.235923514886685
SciPy,62,0.3040245709998999,212,1.235923514886685
SciPy,63,0.30953869399991163,212,1.235923514886685
SciPy,64,0.24193279199994322,212,1.235923514886685
SciPy,65,0.1876606210000773,212,1.235923514886685
SciPy,66,0.30167129400001613,212,1.235923514886685
SciPy,67,0.30309604700005366,212,1.235923514886685
SciPy,68,0.2937112290001096,212,1.235923514886685
SciPy,69,0.26260554400005276,212,1.235923514886685
SciPy,70,0.22716769500016198,212,1.235923514886685
SciPy,71,0.3032404990001396,212,1.235923514886685
SciPy,72,0.30285322700001416,212,1.235923514886685
SciPy,73,0.3034342949999882,212,1.235923514886685
SciPy,74,0.302706790000002,212,1.235923514886685
SciPy,75,0.30307126299999254,212,1.235923514886685
SciPy,76,0.30269225999995797,212,1.235923514886685
SciPy,77,0.3031644069999402,212,1.235923514886685
SciPy,78,0.30255569799987825,212,1.235923514886685
SciPy,79,0.28641111999991153,212,1.235923514886685
SciPy,80,0.30268208099982985,212,1.235923514886685
SciPy,81,0.3031177780001144,212,1.235923514886685
SciPy,82,0.3027211249998345,212,1.235923514886685
SciPy,83,0.2634331799999927,212,1.235923514886685
SciPy,84,0.30299175200002537,212,1.235923514886685
SciPy,85,0.30406590899997354,212,1.235923514886685
SciPy,86,0.2830076119998921,212,1.235923514886685
SciPy,87,0.28687359099990317,212,1.235923514886685
SciPy,88,0.3026816940000572,212,1.235923514886685
SciPy,89,0.3031947270001183,212,1.235923514886685
SciPy,90,0.30243104000010135,212,1.235923514886685
SciPy,91,0.30304499099997884,212,1.235923514886685
SciPy,92,0.3025766630000817,212,1.235923514886685
SciPy,93,0.28238990499994543,212,1.235923514886685
SciPy,94,0.2502418710000711,212,1.235923514886685
SciPy,95,0.30278751900004863,212,1.235923514886685
SciPy,96,0.30249796199996126,212,1.235923514886685
SciPy,97,0.3036527140000089,212,1.235923514886685
SciPy,98,0.3024314350000168,212,1.235923514886685
SciPy,99,0.30328011200003857,212,1.235923514886685
SciPy,100,0.3026838289999887,212,1.235923514886685
NTQN,1,0.28350343200008865,219,1.4335377176730528
NTQN,2,0.19703374699997767,219,1.4335377176730528
NTQN,3,0.25452972199991564,219,1.4335377176730528
NTQN,4,0.2870682969999052,219,1.4335377176730528
NTQN,5,0.26083735099996375,219,1.4335377176730528
NTQN,6,0.28623384499996973,219,1.4335377176730528
NTQN,7,0.17741123999985575,219,1.4335377176730528
NTQN,8,0.16160053799990237,219,1.4335377176730528
NTQN,9,0.16232937299992045,219,1.4335377176730528
NTQN,10,0.2395285430000058,219,1.4335377176730528
NTQN,11,0.28725953399998616,219,1.4335377176730528
NTQN,12,0.28569181300008495,219,1.4335377176730528
NTQN,13,0.2858537649999562,219,1.4335377176730528
NTQN,14,0.2852996219999113,219,1.4335377176730528
NTQN,15,0.28782782200005386,219,1.4335377176730528
NTQN,16,0.22849359900010313,219,1.4335377176730528
NTQN,17,0.23407535899991672,219,1.4335377176730528
NTQN,18,0.25181691299985687,219,1.4335377176730528
NTQN,19,0.22865157599994745,219,1.4335377176730528
NTQN,20,0.28595387899986235,219,1.4335377176730528
NTQN,21,0.27387956899997334,219,1.4335377176730528
NTQN,22,0.286426874999961,219,1.4335377176730528
NTQN,23,0.28603674600003615,219,1.4335377176730528
NTQN,24,0.28609503500001665,219,1.4335377176730528
NTQN,25,0.28688528999987284,219,1.4335377176730528
NTQN,26,0.28731398100012484,219,1.4335377176730528
NTQN,27,0.2858657409999523,219,1.4335377176730528
NTQN,28,0.28629561800016745,219,1.4335377176730528
NTQN,29,0.2860541090001334,219,1.4335377176730528
NTQN,30,0.14853838199996972,219,1.4335377176730528
NTQN,31,0.18069543699994028,219,1.4335377176730528
NTQN,32,0.2865554610000345,219,1.4335377176730528
NTQN,33,0.28699906199994984,219,1.4335377176730528
NTQN,34,0.27543798100009553,219,1.4335377176730528
NTQN,35,0.28632470799993825,219,1.4335377176730528
NTQN,36,0.2876620639999601,219,1.4335377176730528
NTQN,37,0.2642238820001239,219,1.4335377176730528
NTQN,38,0.28671061599993664,219,1.4335377176730528
NTQN,39,0.22202782199997273,219,1.4335377176730528
NTQN,40,0.22886651500016342,219,1.4335377176730528
NTQN,41,0.27341881999996076,219,1.4335377176730528
NTQN,42,0.2878555849999884,219,1.4335377176730528
NTQN,43,0.28539991100001316,219,1.4335377176730528
NTQN,44,0.2864676409999447,219,1.4335377176730528
NTQN,45,0.24695114399992235,219,1.4335377176730528
NTQN,46,0.2221399019999808,219,1.4335377176730528
NTQN,47,0.27884905899986734,219,1.4335377176730528
NTQN,48,0.287603837000006,219,1.4335377176730528
NTQN,49,0.28612695500009977,219,1.4335377176730528
NTQN,50,0.2875226159999329,219,1.4335377176730528
NTQN,51,0.13583635400004823,219,1.4335377176730528
NTQN,52,0.12621123799999623,219,1.4335377176730528
NTQN,53,0.1252857550000499,219,1.4335377176730528
NTQN,54,0.1255848060000062,219,1.4335377176730528
NTQN,55,0.12557858299987856,219,1.4335377176730528
NTQN,56,0.12578421400007755,219,1.4335377176730528
NTQN,57,0.18185144200015202,219,1.4335377176730528
NTQN,58,0.28619178400003875,219,1.4335377176730528
NTQN,59,0.28693419699993683,219,1.4335377176730528
NTQN,60,0.2866786179999963,219,1.4335377176730528
NTQN,61,0.2601693840001644,219,1.4335377176730528
NTQN,62,0.2877245130000574,219,1.4335377176730528
NTQN,63,0.28681921099996543,219,1.4335377176730528
NTQN,64,0.28757309100001294,219,1.4335377176730528
NTQN,65,0.2870541739998771,219,1.4335377176730528
NTQN,66,0.28727769500005707,219,1.4335377176730528
NTQN,67,0.2877879289999328,219,1.4335377176730528
NTQN,68,0.28698897499998566,219,1.4335377176730528
NTQN,69,0.28825259700010974,219,1.4335377176730528
NTQN,70,0.28806184899985965,219,1.4335377176730528
NTQN,71,0.28675810400000046,219,1.4335377176730528
NTQN,72,0.287367463999999,219,1.4335377176730528
NTQN,73,0.2869716919999519,219,1.4335377176730528
NTQN,74,0.2879056070000843,219,1.4335377176730528
NTQN,75,0.22129982199999176,219,1.4335377176730528
NTQN,76,0.25608760799991614,219,1.4335377176730528
NTQN,77,0.28852823400006855,219,1.4335377176730528
NTQN,78,0.28749220100007733,219,1.4335377176730528
NTQN,79,0.28313921700009814,219,1.4335377176730528
NTQN,80,0.2884369829998832,219,1.4335377176730528
NTQN,81,0.2879597389999162,219,1.4335377176730528
NTQN,82,0.2876487849998739,219,1.4335377176730528
NTQN,83,0.2877545189999182,219,1.4335377176730528
NTQN,84,0.2853444559998479,219,1.4335377176730528
NTQN,85,0.28914592399996764,219,1.4335377176730528
NTQN,86,0.2865236879999884,219,1.4335377176730528
NTQN,87,0.2834043200000451,219,1.4335377176730528
NTQN,88,0.16203178000000662,219,1.4335377176730528
NTQN,89,0.288929545999963,219,1.4335377176730528
NTQN,90,0.28747395899995354,219,1.4335377176730528
NTQN,91,0.28776230299990857,219,1.4335377176730528
NTQN,92,0.28756771000007575,219,1.4335377176730528
NTQN,93,0.2907270260000132,219,1.4335377176730528
NTQN,94,0.2872286920000988,219,1.4335377176730528
NTQN,95,0.2898946119998982,219,1.4335377176730528
NTQN,96,0.2881269169999996,219,1.4335377176730528
NTQN,97,0.2880258309999135,219,1.4335377176730528
NTQN,98,0.2870325099997899,219,1.4335377176730528
NTQN,99,0.28742378700007976,219,1.4335377176730528
NTQN,100,0.2582851469999241,219,1.4335377176730528
